Page,URL,Section,Section Heading,Image File,Image Path,Image Description,Image Role,Current Placement,Content Topic,Content Domain,Semantic Match,Placement Correct,Alt Text Present,Alt Text Accurate,Duplicate Asset,Existing Better Asset,Recommended Action,Priority,Reason,Source Evidence,Implementation Notes
en-ng/service.html,/en-ng/service,Showcase — Consulting,Web Development,remote-services.jpg,../img/legacy/remote-services.jpg,Person in yellow sweater typing on silver laptop at wooden desk,Content,Showcase — Consulting,Consulting,Technology & IT,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Lifestyle laptop OK for consulting.,Visual: remote-services,
en-ng/service.html,/en-ng/service,Chrome (nav/footer),Consulting,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/feature.html,/en-ng/feature,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/feature.html,/en-ng/feature,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/feature.html,/en-ng/feature,Chrome (nav/footer),Optimisation,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/price.html,/en-ng/price,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/price.html,/en-ng/price,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/price.html,/en-ng/price,Chrome (nav/footer),"Service levels can scale from Essential through Business to Enterprise as your needs grow, without changing partners.",viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/quote.html,/en-ng/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/quote.html,/en-ng/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/quote.html,/en-ng/quote,Chrome (nav/footer),Chrome (nav/footer),viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/contact.html,/en-ng/contact,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/contact.html,/en-ng/contact,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/contact.html,/en-ng/contact,Chrome (nav/footer),Region,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/team.html,/en-ng/team,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/team.html,/en-ng/team,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/team.html,/en-ng/team,Team portraits,The founding team,ola.png,../img/team/ola.png,Team portrait — Ola,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-ng/team.html,/en-ng/team,Team portraits,Ola,olu.png,../img/team/olu.png,Team portrait — Olu,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-ng/team.html,/en-ng/team,Team portraits,Olu,sola.png,../img/team/sola.png,Team portrait — Sola,Portrait,Team portraits,Leadership bios,Team,PASS,CORRECT,YES,YES,NO,,KEEP,P3,Team portraits correctly placed.,team PNG,Tenure copy 20+/22+ OWNER DECISION — REMOVE.
en-ng/team.html,/en-ng/team,Chrome (nav/footer),Sola,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/testimonial.html,/en-ng/testimonial,Chrome (nav/footer),Chrome (nav/footer),viixlogoshape.png,../img/logo/viixlogoshape.png,VIIX logo mark (shape),Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/testimonial.html,/en-ng/testimonial,Chrome (nav/footer),Chrome (nav/footer),viixlogotext.png,../img/logo/viixlogotext.png,VIIX wordmark,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-left.png,../img/legacy/quote-sign-left.png,Decorative left quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Testimonials carousel,Testimonials,quote-sign-right.png,../img/legacy/quote-sign-right.png,Decorative right quotation mark,Decorative,Testimonials carousel,Client quotes,Social proof,PASS,CORRECT,YES,N/A-decorative,YES,,KEEP,P3,Decorative quote marks.,quote-sign PNG,
en-ng/testimonial.html,/en-ng/testimonial,Chrome (nav/footer),Abiodun Bello,viixlogofull.png,../img/logo/viixlogofull.png,VIIX full logo,Brand chrome,Chrome (nav/footer),Brand identity,Brand,PASS,CORRECT,YES,YES,YES,,KEEP,P3,Official VIIX logos; shape mark empty alt OK.,Logo assets.,Duplicate usage expected across pages.
index.html,/,Stats / claims (copy),Company longevity claim,(none — copy claim),,N/A,Copy claim,Homepage claim block,20+ years tenure / Set A stats,Claim safety,MISMATCH,CORRECT,N/A,N/A,N/A,,REMOVE,P0,OWNER DECISION — REMOVE public 20+ years tenure claim; do not replace with another numerical tenure.,Gate 2 claim decision update; inventory tenure hit on /,Refine surrounding copy naturally. Preserve independently supported Set A elements only if owner confirms 2 countries / 10+ clients remain approved separately.
about.html,/about,Who We Are (copy),Combined operational experience,(none — copy claim),,N/A,Copy claim,About body,20+ years combined operational experience,Claim safety,MISMATCH,CORRECT,N/A,N/A,N/A,,REMOVE,P0,OWNER DECISION — REMOVE unsupported tenure figure.,about.html founding team 20+ years sentence,Rewrite sentence without numerical tenure.
team.html,/team,Team bios (copy),Tenure claims in bios,(none — copy claim),,N/A,Copy claim,Team bio blurbs,20+ years / 22+ years individual tenure,Claim safety,MISMATCH,CORRECT,N/A,N/A,N/A,,REMOVE,P0,OWNER DECISION — REMOVE 20+/22+ years tenure claims from public bios.,Inventory tenure hits on /team,Refine bios without inventing replacement years.
en-za/team.html,/en-za/team,Team bios (copy),Tenure claims in bios,(none — copy claim),,N/A,Copy claim,Team bio blurbs,20+ years / 22+ years individual tenure,Claim safety,MISMATCH,CORRECT,N/A,N/A,N/A,,REMOVE,P0,OWNER DECISION — REMOVE 20+/22+ years tenure claims from public bios.,Inventory tenure hits on /en-za/team,Refine bios without inventing replacement years.
en-ng/team.html,/en-ng/team,Team bios (copy),Tenure claims in bios,(none — copy claim),,N/A,Copy claim,Team bio blurbs,20+ years / 22+ years individual tenure,Claim safety,MISMATCH,CORRECT,N/A,N/A,N/A,,REMOVE,P0,OWNER DECISION — REMOVE 20+/22+ years tenure claims from public bios.,Inventory tenure hits on /en-ng/team,Refine bios without inventing replacement years.
